PERSONNM,VENDOR_NAME
JULIE SATTERWHITE,ALLIANCE FOR A HEALTHIER GENERATION
LEIGH MELANDER,M-ARK PROJECT INC
JOHN T MEYER JR,INTERNATIONAL ASSOCIATION OF LAW
RABBI ALEX LAZARUS-KLEIN,JEWISH COMM CTR OF GREATER BUFFALO
MARK L DAVIS,FAITH BAPTIST BIBLE COLLEGE AND
MITCHELL DRAIZIN,THALIA SPANISH THEATRE INC
SUE MATTON,NORTH COUNTRY WORKFORCE PARTNERSHIP INC
JON RICHARDSON,CANTON COLLEGE FOUNDATION INC 842
CHOU DR CHIUNG-SALLY,WARREN WILSON COLLEGE
MICHAEL WOLFRAM,LORD OF LIFE
HANNAH BLITZER,COMPASS CHARTER SCHOOL
SCOTT NOPPE-BRANDON,COMPASS CHARTER SCHOOL
DEB LEARY,LITERACY VOLUNTEERS OF ROCHESTER INC
DAVID N DUNCAN,AMERICAN BATTLEFIELD TRUST
PENNY TIEDT,UNIVERSITY PROFESSIONAL & CONTINUING
DIANE ELLIS,FARMINGDALE ALUMNI ASSOCIATIONINC
KAREN MANESS,UNITED STATES INSTITUTE FOR THEATRE
LAWRENCE QUINN,BURCHFIELD-PENNEY ART CENTER
SHAWN JAHN,BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS
CAREY ANN DENEFRIO,FOUNDATION OF THE MONROE COUNTY BAR
BRADLEY ROBINSON,THE EYEBEAM ATELIER
CARKEY KATHRYN MAY,JOWONIO SCHOOL
JOHN ELDER PHD,STERLING COLLEGE
RICHARD DETWEILDER,STERLING COLLEGE
KELLY KIMBROUGH,ALBANY POLICE ATHLETIC LEAGUE INC
CHANEL TURNQUEST,SYRACUSE ACADEMY OF SCIENCE CHARTER
RICH PATTENAUDE,CAEL
TABITHA W MANAFORT,ALBERTUS COLLEGE
PHYLLIS TRITES,THEATRE DEVELOPMENT FUND INC
GAIL NARDIN,LABORATORY INSTITUTE OF MER- CHANDISING
PATRICIA REGER,EASTERN UNIVERSITY PALMER SEMINARY
VICTOR OZERI,CITY HARVEST INC
JASON KRAMER,COMMISSION ON INDEPENDENT COLLEGES AND
JOHN MCMASTER,AMERICAN RED CROSS
RICHARD C PATTON,AMERICAN RED CROSS
JOE PAPAVERO,MASPETH TOWN HALL INC
KELLY J RAMELLA,NATIONAL COUNCIL FOR THERAPEUTIC
GERRI MACWHINNIE,SOUTHAMPTON DAYCARE CENTER INC
KENNETH ELLIS,ST GREGORYS SCHOOL FOR BOYS
WILLARD A ANDERSON II,ST GREGORYS SCHOOL FOR BOYS
A PAUL PYRZ JR,LEADERSHAPE INC
JOE PRICE,HABITAT FOR HUMANITY INTERNATIONAL
ABRAHAM BIDERMAN,SPECIAL CARE FAMILY & CHILDREN
YANIQUE MOORE,DELTA SIGMA THETA SORORITY
COREY FERNANDES,NEW YORK CITY COLLEGE OF TECHNOLOGY
DAVID APPS,COMMUNITY FOUNDATION OF ORANGE COUNTY
STACEY E ROSEN MD,AMERICAN HEART ASSOCIATION INC
LYNNE DARROUZET,AMERICAN HEART ASSOCIATION INC
GARY ANDERSON,K-STATE DIAGNOSTIC & ANALYTICAL SERVICES
JONATHAN HANSEN,ALBANY PRO MUSICA
TIMOTHY G NOBLE,NEW YORK CITY INDUSTRIAL & TECHNOLOGY
DUANE A WATSON,SOUTHEASTERN NY LIBRARY RESOURCES
MICHAEL PETERS,WIA - FULTON MONTGOMERY SCHOHARIE
SARA PALMER,BROOKLYN ARTS EXCHANGE INC
JOHN GREGORY,CHILD CARE RESOURCES OF ROCKLAND INC
PHYLLIS TUCKER,CHILD CARE RESOURCES OF ROCKLAND INC
HARVEY SILVERMAN,ADAPTIVE SPORTS FOUNDATION INC
MS TRACI A PALMIERI,BRONX-LEBANON INTEGRATED SERVICES
ABIGAL ROME,AMERIVAN RIVERS
CAROLINE BAISLEY,GREENWICH EMERGENCY MEDICAL SERVICES INC
RESI COOPER,LONG ISLAND GAY AND LESBIAN YOUTH INC
NANCY SAUNDER,MONTESSORI PROGRESSIVE LEARNING CTR INC
CHRISTOPHER KEANE,GEOSCIENCE WORLD
ANGELA ANDERSON,GEOSCIENCE WORLD
ART WANG,NATIONAL AUDUBON SOCIETY
MR DAVID B TOWNSEND,SOCIETY FOR PRESERVATION OF LONG ISLAND
DR WILLIAM BREITBART,CENTER FOR ALTERNATIVE SENTENCING AND
ALEXANDER M CAREY,SAINT DAVIDS SCHOOL
DOUGLAS GRIEBEL,COLUMBUS AVENUE DISTRICT MGMT ASSOC
GLEN ALBIN,HUDSON VALLEY REGIONAL EMS COUNCIL INC
MAUREEN O'CONNOR,DELAWARE VALLEY INDUSTRIAL RESOURCE CENT
SANDY GRIFFIES,CHEMUNG COUNTY HABITAT FOR HUMANITY
KAORI KENMOTSU,AMERICAN COLLEGE DANCE ASSOCIATION
TINA MULLONE,AMERICAN COLLEGE DANCE ASSOCIATION
JULIA GREENSTEIN,JDRF INTERNATIONAL
ELLEN LEAKE FY17-19,JDRF INTERNATIONAL
HON KELLY O'NEILL LEVY ESQ,COMMUNITY SERVICE SOCIETY OF NEW YORK
NICHOLAS A GRAVANTE JR ESQ,COMMUNITY SERVICE SOCIETY OF NEW YORK
HELEN LIN,OPENING ACT INC
THOMAS J GUNNING,EASTERN MILLWRIGHT REGIONAL COUNCIL
ANNABEL DAVIS-GOFF,HOUSING PLUS SOLUTIONS INC
PATRICK C FORSYTH,GENESEE COMMMUNITY COLLEGE FOUNDATION
ALFREDO COLIN,MULTI-FUNCTIONAL FAMILY SERVIC
KENT WOODMANSEY,ASSOCIATION OF CLEAN WATER ADMIN
JOYCE SHENKER,NEW YORK STATE ARCHIVES PARTNERSHIP
DR CHARLES RUSSO,SCOPE EDUCATION SERVICES
ELI HALL,ADDICTS REHABILITATION CENTER FUND INC
SEAN RYAN NYS ASSEMBLYMAN,ST MARYS SCHOOL FOR THE DEAF
REBECA WOLFE,NEW HEIGHTS ACADEMY CHARTER SCHOOL
LINDA DAUER,ORANGE COUNTY COMMUNITY COLLEGE
JOHN DEW,MYRTLE AVENUE REVITALIZATION PROJECT LDC
GARY BURCHAM,FEDERAL DEFENDERS OF SAN DIEGO INC
NEHEMIAH J MARSHALL,MARTIN LUTHER KING MULTI- PURPOSE CENTER
KAREN MEHIEL,ART COUNCIL INC
ZACH BUCHWALD,JERICHO PROJECT
HENRY KLEIN,SOUNDVIEW PREPARATORY SCHOOL
CELIA BROWN,NATIONAL EMPOWERMENT CENTER
BEN GIORDANO,METRO INTERFAITH HOUSING MGT CORP
JOE BRAVO,NEW YORK STATE INDEPENDENT LIVING
OGHOGHOSA IGBINEWEKA,NATIONAL SOCIETY OF BLACK ENGINEERS
MARVIN PAIGE,FINISHING TRADES INSTITUTE OF WESTERN
DANIEL LAFRANCE,FINISHING TRADES INSTITUTE OF WESTERN
PHILIPPA LKARTERON,COMMUNITY MEDIATION SERVICES INC
LOIS LERNER,SASS FOUNDATION FOR MEDICALRESEARCH INC
LAUREN CELENZA,BUFFALO STATE COLLEGE STATE CHILD CARE
NICOLE LABARBERA,WALDORF SCHOOL
JEFFREY KANE,WALDORF SCHOOL
ROBERTA BITTEL,NEW YORK STATE COUNCIL ON LEADERSHIP
MARC SCHILLER,INDEPENDENT FEATURE PROJECT
SEAMUS HODGKINSON,START CHILDRENS CENTER INC
MATTHEW BRILLE,PENN SOUTH SOCIAL SERVICES INC
RICHARD MOORE,WASHINGTON CO ECONOMIC OPPORTUNITY
JENNIFER DUGGER,ASSOCIATION ON HIGHER EDUCATION AND
DIANE MALECKI,ST ANNE INSTITUTE
LYNN GUTNER,PETER STUYVESANT LITTLE LEAGUE INC
DAVID A CIFRINO,CARROLL CENTER FOR THE BLIND INC
MELINDA GRIER,NATIONAL ASSOCIATION OF COLLEGE AND
KEVIN MILLS,NATIONAL ASSOCIATION OF COLLEGE AND
ANTHONY TASSI,LITERACY PARTNERS INC
HELEN SOLORZANO,MASSACHUSETTES ASSN OF TEACHERS OF
GLORIA D ROCCHIO,THE WARD MELVILLE HERITAGE ORGANIZATION
MARK PAPPAS,VILLAGE COMMUNITY SCHOOL
TERRY LIBERTY,BEFORE & AFTER SCHOOL CHILD CARE ON
MARVIN ANDERSON,INNOCENCE PROJECT INC
DIANE IANNUZZI LCSW,AUGUST AICHHORN CENTER FOR ADOLESCENT
PAUL JORNET,NATIONAL EDUCATION FOR ASSISTANCE DOG
D SCOTT CAMPBELL,FRIENDS OF THE NORTH COUNTRY
MIKE CORIELL,SOLID WASTE ASSOCIATION OF NORTH AMERICA
FRANK R CAPONI,SOLID WASTE ASSOCIATION OF NORTH AMERICA
BORIS BOLKHOVSKIY,SICC INC
CHAUNCE BENEDICT,VERMONT YOUTH ORCHESTRA ASSOCIATION
ROSINA CANNIZZARO,VERMONT YOUTH ORCHESTRA ASSOCIATION
DONALD DEA,AMERICAS VETDOGS K-9 CORPS
JIM MAYER,GUIDE DOG FOUNDATION FOR THE BLIND
SCOTT LEVENSON,SCHOOL IN THE SQUARE PUBLIC CHARTER
RICHARD STINSON,HEART OF THE CATSKILLS HUMANE SOCIETY
JULIE GALLANTY,LITERACY SOLUTIONS NY INC
BRETT LITTMAN,DRAWING CENTER INC
RICHARD FREEMAN,HAVERSTRAW KINGS DAUGHTERS PUBLIC
ANA MATOS,CITIWIDE HARM REDUCTION
SINDRI MANZANARES,CITIWIDE HARM REDUCTION
CAROLE SIEGEL PHD,CLAY ART CENTER INC
EILEEN MCCARTHY,NATIONAL CONSORTIUM OF CONTINUOUS
LOUISE WILKINSON,RIVERHEAD FREE LIBRARY
DONNA LODUCA,NEW INTERDISCIPLINARY SCHOOL
DEACON THOMAS KILIAN,CATHOLIC CHARITIES OF THE DIOCESE OF
NORB FUEST,FAMILY LIFE MINISTRIES
ELIZABETH LICATA,HALLWALLS INC
ESSIE DUGAN,PAUL J COOPER CENTER FOR HUMAN SERVICES
KENNETH KOCHENOUR,YORK COLLEGE OF PENNSYLVANIA
BOB TURNER,INTEGRATED JUSTICE INFORMATION SYSTEMS
CHRISTOPHER J MACKIE PH D,FRACTURED ATLAS PRODUCTIONS INC
KAREN GAUGHAN SCOTT ESQ,THEODORE ROOSEVELT INAUGURAL SITE
AHMED NAZAAR,BAYSIDE VILLAGE BUSINESS IMPROVEMENT
GRACE HARVEY,THE SHAKESPEARE SOCIETY
LINDA ALLARD,THE SHAKESPEARE SOCIETY
GILLIAN STERN,THE SHAKESPEARE SOCIETY
BARLOW ANNE,ART IN GENERAL INC
DERRICK PITTS,ST LAWRENCE UNIVERSITY
JOHNATHAN CARDINAL,ST LAWRENCE UNIVERSITY
DAVID WISE,NATIONAL BUREAU OF ECONOMIC RESEARCH INC
JONELLE PROCOPE,APOLLO THEATER FOUNDATION INC
DAISIE RODRIGUEZ,MARGERT COMMUNITY CORPORATION
THOMAS LUTZ,HUNTERSFIELD CHRISTIAN TRAINING CTR
REENA DUTTA,UNITED WAY OF BUFFALO AND ERIE COUNTY
SUELLYN MASEK,NATIONAL COUNCIL OF STATE BOARD OF
LAUREN PISTOIA,HOUSE FOUNDATION FOR THE ARTS
CHARLES CRAIG,ALFRED TECHNOLOGY RESOURCESINC
REV MSGR DAVID S SLUBECKY,CATHOLIC CHARITIES OF BUFFALO NY
PAMELA SHEPHARD,NATIONAL COUNCIL OF HIGHER EDUCATION
CHESTER HICKS,RENAISSANCE CHARTER SCHOOL
MICHAEL NULPH MD,TAYLOR REGIONAL HOSPITAL
WILLIAM G MCGARITY,UNIVERSITY OF GEORGIA ATHLETIC
ERIN KHMELEV,NATIONAL ASSOCIATION OF
AMY LEONARD,THE VERGILIAN SOCIETY INCORPORATED
LOUIS GOMEZ,NEW TEACHER CENTER
LOUIS GIBBER,JEWISH COMM COUNCIL OF THE ROCKAWAY
MONICA KAUPPINEN,UNIVERSITY ENTERPRISES INC
MELANIE GOTTLIEB,AMERICAN ASSOCIATION OF COLLEGIATE
PHILLIP KELLOGG,CENTRAL FULTON STREET DISTRICT
CUNNINGHAM THOMAS J,UNION INSTITUTE & UNIVERSITY
VIRGINIA HUFFMAN,THE ROCKEFELLER UNIVERSITY
GABRIELLE CAMPBELL,ASSOCIATION OF AMERICAN MEDICAL COLLEGES
DIANE CALL,RESEARCH FOUNDATION OF CUNY
JESSICA HAVERLIN,SUNY CORTLAND STUDENT GOVERNMENT
VERA SUNG,CITYARTS INC
DENISE NASH FULLER,HARLEM CHILDRENS ZONE PROMISE ACADEMY II
WHITNEY JOHNSON,EARTHWATCH INSTITUTE
DAVID BRECHER,CAMP OHEL INC
WILLIAM J REAGAN,SAINT LEO UNIVERSITY
MARK D WEINER,UB ALUMNI ASSOC
EDWARD GRABER,UB ALUMNI ASSOC
REV TIFF SHUTTLESWORTH,NORTHPOINT BIBLE COLLEGE
LINDA BOURGEOIS,PLATTSBURGH COLLEGE FOUNDATION 835
DR TROY VANAKEN,THIEL COLLEGE
GUS TROWBRIDGE,MANHATTAN COUNTRY SCHOOL INC
EVAN VINCENT,OKLAHOMA BLOOD INSTITUTE
JAE LEUNG,PRIMARY CARE DEVELOPMENT CORP
THE REVEREND CAROLINE STACEY,ST LUKES SCHOOL
BLAKE HALLINAN,PARENT-CHILD HOME PROGRAM INC
ANNE B SMITH,BOYS & GIRLS CLUB OF EDEN INC
IQBAL GARCHA MD,NORTHSIDE HOSPITAL
ISABELLE MOSS,ALLEGHENY COLLEGE
LINDA SCHOENTHA,THE NEW YORK CENTER FOR CHILDREN
PETER DUCHIN,GLIMMERGLASS OPERA THEATRE INC
HON JOSE PADILLA,INSTITUTE FOR THE PUERTO RICAN HISPANIC
MR FRANK LOCASTRO,CENTRAL PARK CONSERVANCY INC
ARLEEN GIRARD,ADIRONDACK CC FOUNDATION
GARY JOEL SCHACKER,SUFFOLK COMMUNITY COLLEGE FOUNDATION
SILVINA ORSATTI,NORTHEAST CONFERENCE ON THE TEACHING
PETER KUZMIC,ORAL ROBERTS UNIVERSITY
N STUART HARRIS,NATIONAL OUTDOOR LEADERSHIP SCHOOL
CYNTHIA A PIERCE,NATIONAL OUTDOOR LEADERSHIP SCHOOL
CHRISTOPHER DIGIORGIO,TECH MUSEUM OF INNOVATION
AL MONTNA,DUCKS UNLIMITED INC
DONNA HARGENS,COUNCIL OF THE GREAT CITY SCHOOLS
ERIC GORDON,COUNCIL OF THE GREAT CITY SCHOOLS
BRAD CHIVINGTON,TEEN CHALLENGE TRAINING CENTER INC
STAR MUIR,NATIONAL COMMUNICATION ASSOCIATION
GAIL M HABECKER BA BBA,JUNIATA COLLEGE
MARK HANSON,AMERICAN BIBLE SOCIETY
ALICE O'ROURKE,THE LEUKEMIA & LYMPHOMA SOCIETY INC
ELIZABETH A POLEON,LE3 INC
BRIAN K DICKENS,ITHACA COLLEGE
DENNIS N ASSANIS,LONG ISLAND HIGH TECHNOLOGY INCUBATOR
RITA GOLDBERG,LARK THEATRE COMPANY INC
GERALD GOLDSMITH ESQ,YOUNG MEN & YOUNG WOMEN HEBREW
MARINA KELLEN FRENCH,CARNEGIE HALL CORPORATION
CHRISTINA TETTONIS,BROOKLYN PUBLIC LIBRARY
LAURA HEYWOOD,STRIKING VIKING STORY PIRATES INC
PIERSON GARY,OKLAHOMA MEDICAL RESEARCH FOUNDATION
SAMIS MIKE,OKLAHOMA MEDICAL RESEARCH FOUNDATION
JOHN SHAPIRO,CITYMEALS-ON-WHEELS
JON A DORF,ALBANY LAW SCHOOL
PATRICK K JORDAN,ALBANY LAW SCHOOL
DAVID LINTON,MALONE UNIVERSITY
ROLAND COLEMAN,ECONOMIC OPPORTUNITY PROGRAM INC OF
MIKE MAZZAROPPI,WHOLE ME INC
WILLIAM A PRIEMER,JOHN CARROLL UNIVERSITY
SUSAN FEINSTEIN,NEW MUSEUM OF CONTEMPORARY ART
JOANN M HUNTER,ABINGDON THEATRE COMPANY
JAMES D JONES,ORPHEUS CHAMBER ORCHESTRA INC
EDWARD HOSKINS,OTTAWA UNIVERSITY
DR ROBERT NYE,FINGER LAKES COMM COLLEGE FOUNDATION 799
ERIC FRAREY,FINGER LAKES COMM COLLEGE FOUNDATION 799
M JOAN GEISE,FINGER LAKES COMM COLLEGE FOUNDATION 799
SHAWN P O'DONNELL,HILLSIDE CHILDRENS FOUNDATION
JOHN J HURLEY,CANISIUS COLLEGE OF BUFFALO
CRISTOBAL CONDE,THE COLLEGE OF MOUNT SAINT VINCENT
DIANA KIRK,TIFFIN UNIVERSITY
CINDY SHERMAN,FILM FORUM INC
THOMAS NEISES,JEAN TOLAND
WILLIAM ULFELDER,NATURE CONSERVANCY THE
RICHARD S WEINERT,CONCERT ARTISTS GUILD INC
MARK STEFFENSEN,BOYS AND GIRLS CLUB OF NEW ROCHELLE INC
BRADLEY SCHAFFNER,CENTER FOR RESEARCH LIBRARIES
JACK A KRAMER,THE GENESEO FOUNDATION INC
JENNIFER DUNLAP,THE GENESEO FOUNDATION INC
JOHN F PULLO,KEYSTONE COLLEGE
HANK O'NEAL,JAZZ FOUNDATION OF AMERICA INC
JAMES RICCA,HUNTINGTON ARTS COUNCIL INC
PHIL WEITZMAN,NEW DAWN CHARTER HIGH SCHOOL
ROBERT BIRCHENOUGH MD,LAKE GEORGE LAND CONSERVANCY
JOHN J MACIONIS PHD,LAKE GEORGE LAND CONSERVANCY
CAMILLE ZAMORA,SING FOR HOPE INC
VLAD PORTNOY,COUNCIL OF JEWISH EMIGRE COMMUNITY
BISHOP RUBEN SAENZ JR,NEBRASKA WESLEYAN UNIVERSITY
DIANE NELSON,NEBRASKA WESLEYAN UNIVERSITY
D TODD DUNCAN,NEBRASKA WESLEYAN UNIVERSITY
JOEL STURM,NEW YORK COLLEGE OF PODIATRIC MEDICINE
NICHOLAS TERPSTRA,GOVERNING COUNCIL OF THE UNIVERSITY OF
SARITA VERMA,UNIVERSITY OF TORONTO
ZABEEN HIRJI,UNIVERSITY OF TORONTO
R PAUL YOUNG,UNIVERSITY OF TORONTO
PETER L SCHER,AMERICAN UNIVERSITY
CORNELIUS M KERWIN,AMERICAN UNIVERSITY
CHRISTOPHER BIROSAK,CATHOLIC CHARITIES COMMUNITY SERVICES OF
MATTHEW COLSON,ALUMNI ASSOCIATION OF THE STATE
JOSH SIREFMAN,SPACEWORKS NYC INC
JUDITH BATTY,LINKS FOUNDATION INC
PATRICK CHAULK,THE NATIONAL CENTER FOR HEALTHY HOUSING
KWOK-SZE RICHARD WONG EDD,AMERICAN SCHOOL COUNSELOR ASSN
TODD M OLDHAM,MONROE CC FOUNDATION 808
JOANNE LEEDOM-ACKERMAN,POETS & WRITERS INC
LORRAINE SORRENTINO,ROCKLAND COMMUNITY COLLEGE
CHARLENE L MCGINTY,AMERICAN HEALTH LAWYERS ASSOCIATION
GREG E STUDEN,CLEVELAND MUSEUM OF NATURAL HISTORY
LUCY IRELAND WELLER,CLEVELAND MUSEUM OF NATURAL HISTORY
RICH KNIGHT,CROGHAN VOLUNTEER FIRE DEPARTMENT
JOHN KARASIEWICZ,PIKE VOLUNTEER FIRE DEPT INC
EDWARD W LAMOTT,CLAY VOLUNTEER FIRE DEPT INC
CARL OROPALLO,NEHDA INC
LEIF ENGSTROM,ALBANY COUNTY OPPORTUNITY INC
SHARON BROUDE GEVA,COALITION FOR ACADEMIC SCIENTIFIC
TOM ROURKE,CLIFTON PARK YOUTH HOCKEY ASSO CIATION
PETER HUGHES JR,INDEPENDENT FIRE CO
DOUGLAS CHAPMAN,FULTON COMMUNITY REVITALIZATION CORPORAT
JOHN MACKINNON,PASCAL RIOULT DANCE THEATRE
ANNA BRETT,FRIENDS OF HISTORIC KINGSTON
DRCLAUDIA DUMSCHAT,THE EPISCOPAL ACTORS GUILD OF AMERICA
ADAM FEDERMAN,GETTING THE WORD OUT INC
DAVID T HANNAN MD MPA FAAFP,FINGER LAKES HEALTH SYSTEMS AGENCY
RICHARD CORNFIELD,CHRISTIAN LEARNING CENTER
ROSS PERRY,CHRISTIAN LEARNING CENTER
ANN M EBBERTS,ASSOC OF GOVERNMENT ACCOUNTANTS
LISA SAMOLS,OPPORTUNITIES FOR OTSEGO INC
DAVID GRALITZNER,AUXILIARY SERVICES CORPORATION OF SUNY
MATTHEW E PEARSON,NEW ENGLAND WATER WORKS ASSOCIATION INC
JASON RYDER,HOPE FOR BEREAVED INC
ROBERT TAGLIA,AUXILIARY SERVICES STATE UNIVERSITY AT
LORI FRASIER MD,NATIONAL CENTER ON SHAKEN BABY SYNDROME
FRED SKOLNIK ESQ,FARMINGDALE CAMPAIGN 845
FRED SKOLNIK ESQ,THE STATE UNIVERSITY COLLEGE AT
DANIEL HOCHSTEIN,THE UNION HOOK AND LADDER COMPANY NO 1
HANNAH ALT,GOWANDAS HOLLYWOOD THEATER LTD
JORDAN HARCLEROAD,STUDENT ASSOCIATION
ANGELOS CLAUDIA,AMERICAN CIVIL LIBERTIES UNION
JAN TRYBULA,POTSDAM AUXILIARY & COLLEGE EDUCATION
ERIC WEISS,COUNCIL OF STATE ADMINISTRATORS OF
CHARLES ROBINSON,DISCOVERY CENTER OF THE SOUTHERN TIER
JOHN LEGG,BOARD OF CONTROL FOR SOUTHERN REG ED
JOSEPH NATALE,HISTORICAL SOCIETY OF ROCKLAND COUNTY
NANCY FRANK LCSWR,RURAL HEALTH NETWORK OF SOUTH CENTRAL
CARIN HERMANN,COLORADO STATE UNIVERSITY VENTURES
MARCEL BAKER,UNITED STUDENTS GOVERNMENT
ALAN HERTEL,FERRE INSTITUTE INC
KATHLEEN E DYMAN EVP,FERRE INSTITUTE INC
CAROLINE NIEMCZYK,THE TRUST FOR PUBLIC LAND
BRENDA SCHICK,THE TRUST FOR PUBLIC LAND
MARK DUNBAR,SYRACUSE PULP AND PAPER FOUNDATION INC
THOMAS M GRIFFIN,THE NORWICH FREE ACADEMY
WIMBER ESPINOSA,CABS HOME ATTENDANT SERVICES INC
DANIEL YOUNG,TOOMEY RESIDENTIAL & COMMUNITY SERVICES
DIANE TAYLOR,WILLIAMSTOWN ART CONS CTR INC
BONNIE HIBBARD,PLAYERS OF UTICA INC
ANNETTE PETERS,UNITED WAY OF CENTRAL NEW YORK INC
PETER MACIAK,SEPP MANAGEMENT CO INC
LORI THOMAS SEITZ,DAVE THOMAS FOUNDATION FOR ADOPTION
TERESA EVANS,EAGLE ACADEMY FOUNDATION
ANDREA CASPER,STATE UNIVERSITY OF NEW YORK COLLEGE AT
DAVID SACKS,CLINICAL LABORATORY STANDARDS
TITO GUERRERO,MID ATLANTIC REGION COMMISSION ON HIGHER
KELLY BIVIANO,FRIENDS OF SYRACUSE DEVELOPMENTAL CENTER
REED WILSON,TRIFORM ENTERPRISES LTD
CAROL RUFFINI,ULSTER COMMUNITY COLLEGE ASSOCIATION INC
JOHN HORVATH,VILLA OF HOPE
ANDREA GARDNER,WORKERS COMPENSATION RESEARCH INSTITUTE
SUZANNE GOLDHIRSCH,SEARCH & CARE INC
THOMAS MARCEAU,SUFFOLK COUNTY MUSIC EDUCATORS
TIMOTHY C MYERS,THE FOUNDATION OF THE SUNY AT BINGHAMTON
MICHAEL BLATT,REGIONAL SCIENCE & DISCOVERY CENTER
LORI HOULIHAN,COUNCIL FOR ADVANCEMENT AND SUPPORT OF
CAROL ANN BARTGES,RUDOLF STEINER SCHOOL INC
LORI WEINTRAUB,DIABETES RESEARCH INSTITUTE FOUNDATION
DAVID P MAGNANI,WORLD EDUCATION INC
JOEL BERG,HUMAN SERVICES COUNCIL OF NYC
SARANTO CALAMAS,SCHOOLNOVA AT STONY BROOK INC
ANDREW SCHUPAK,BOYS & GIRLS CLUB OF METRO QUEENS
TRACI NAVARRE,THE HONOR SOCIETY OF PHI KAPPA PHI
DR TIMOTHY LYNCH,QUEENSBOROUGH COMMUNITY COLLEGE
JAMES SAALFIELD,MASS AUDUBONS DRUMLIN FARM
ROBERT BALL,MASS AUDUBONS DRUMLIN FARM
ANDREW STRAUSS,RED HOOK INITIATIVE INC
DALE KADISH,JEWISH COMM CTR OF GREATER BUFFALO
DAVID EVELYN MD,UNITED WAY OF TOMPKINS COUNTY 876
ANDREW QUAGLIATA,UNITED WAY OF TOMPKINS COUNTY 876
DAVID PIHL,WIA - COUNTY OF CHAUTAUQUA
JAMES POLANSKY,SECTION XI
LYNDA ALERDING,KEEP AMERICA BEAUTIFUL OF ROME NY INC
JACOB WERNER,CHANGE FOR KIDS INC
RICHARD VAN KUREN,SOJOURNER HALL FOR WOMEN INC
MARSHALL JOHNSON,RESOURCES FOR CHILD CARING
PAULA PATCH,COUNCIL OF WRITING PROGRAM
DIANNE SPANG,ROCHESTER CAREER MENTORING
TRACY DRISCOLL,MCMAHON RYAN CHILD ADVOCACY SITE
KATHERINE E FOSTER,NEW ENGLAND CENTER FOR CHILDREN
WHEELOCK WHITNEY III,THE SCENIC HUDSON LAND TRUST INC
KIM TAYLOR,THE SCENIC HUDSON LAND TRUST INC
JESSE B CLINTON,SCENIC HUDSON INC
MEGAN PALONE,HABITAT FOR HUMANITY OF GENESEE COUNTY
STEPHANIE CARMODY,AMERICAN HUMANE ASSOCIATION
SHANNON KWANE STEWART,AMERICAN HUMANE ASSOCIATION
THOMAS H LAUER,AMERICAN BATTLEFIELD TRUST
REGINA FARRELL,MOHAWK VALLEY PERINATAL NETWORK INC
CARTER RENEE,MOHAWK VALLEY PERINATAL NETWORK INC
SARAH SMITH,NEW DAY CHILDRENS CENTER INC
DENESE GIORDANO,THE BROOKLYN WALDORF SCHOOL
MATTHEW BLISS,LEGACY COLLEGE PREPARATORY CHARTER
ANTHONY TUGGLE,NATIONAL KIDNEY FOUNDATION OF UPSTATE NY
LAUREN RIESE GARFUNKEL,NATIONAL COUNCIL OF JEWISH WOMEN
JOHN ELLIS,AMERICAN COUNCIL ON EXERCISE
DONNA CAPPO,ASSOCIATION FOR COMPUTING MACHINERY INC
MARY SUE PRICE,DELAWARE VALLEY ARTS ALLIANCE INC
TANEEKA JOHNSON,MEDGAR EVERS COLLEGE AUXILIARY
CHARLES L REINHART,THEATRE DEVELOPMENT FUND INC
ALASTAIR CORMACK,ALFRED UNIVERSITY
LISA SORIN,WESTCHESTER SQUARE DISTRICT MANAGEMENT
W DONALD GOUGH,EASTERN UNIVERSITY PALMER SEMINARY
JEAN KIM,EASTERN UNIVERSITY PALMER SEMINARY
SANDI BRAMBLETT,ASSOCIATION OF AMERICAN UNIVERSITIES
JEFFREY L WEISS,CITY HARVEST INC
DREW BOGNER,COMMISSION ON INDEPENDENT COLLEGES AND
DAVID WANETIK,QUEENS BNAI BRITH HOUSING DEVELOPMENT
LORI WILSON,NEW YORK CITY POLICE FOUNDATION INC
ANDREW WEGLINSKI,MONADNOCK FAMILY SERVICES
MOLLY LANE,MONADNOCK FAMILY SERVICES
THOMAS R TEMPLE BS PHARMMS,THE UNITED STATES PHARMACOPEIAL
MYRNA ZISMAN,KULANU ACADEMY
MARIO GIAMMARCO,COMMUNITY AGENCY FOR SENIOR CITIZENS INC
CINDY POLZIN,MULTI-STATE LOTTERY ASSOCIATION
KEVIN NESBITT,BEDFORD STUYVESANT NEW BEGINNINGS
JERRY PHILIP,NEIGHBORHOOD NETWORK OF NEW YORK
ELISE LONG,SPOKE THE HUB DANCING INC
SAMUEL K LEVENE,ASSOCIATION FOR VISION REHABILITATION
KENT MCKEEVER,NEW ENGLAND LAW LIBRARY CONSORTIUM
CHRISTINA MANNING,DEAF ACCESS SERVICES INC
ELIZABETH DAILEY,LITERACY NEW YORK INC
ALAN GRANT,OMICRON DELTA EPSILON
RICHARD ROWLEY,EDUCATIONAL FOUNDATION OF ORANGE CO COMM
DOMINICK CANNONE MD,GREAT LAKE PHYSICIAN PRACTICE PC
SEAN LEOUS,POTSDAM COLLEGE FOUNDATION INC
